Stof,Bedrijf,Jaar,Hoeveelheid,Eenheid
Benzeen,ARN B.V.,2022,25,kg
Tolueen,ARN B.V.,2022,49,kg
Chloriden,ARN B.V.,2022,97,kg
Fluoriden anorganisch (als HF),ARN B.V.,2022,210,kg
Etheen,ARN B.V.,2022,245,kg
"Fijnstof (PM2,5)",ARN B.V.,2022,616,kg
Fijnstof (PM10),ARN B.V.,2022,649,kg
TSP (Totaal stof),ARN B.V.,2022,649,kg
NMVOS,ARN B.V.,2022,981,kg
Methaan,ARN B.V.,2022,1471,kg
VOS,ARN B.V.,2022,2452,kg
Ammoniak,ARN B.V.,2022,4100,kg
Zwaveloxiden (als SO2),ARN B.V.,2022,7969,kg
Distikstofoxide,ARN B.V.,2022,12386,kg
Koolstofmonoxide,ARN B.V.,2022,19306,kg
Methaan,ARN B.V.,2022,41187,kg CO₂-eq
Methaan,ARN B.V.,2022,63358,kg
VOS,ARN B.V.,2022,63358,kg
Stikstofoxiden (als NO2),ARN B.V.,2022,130473,kg
Koolstofdioxide,ARN B.V.,2022,159596,kg CO₂-eq
Koolstofdioxide,ARN B.V.,2022,159596,kg
Methaan,ARN B.V.,2022,1774024,kg CO₂-eq
Distikstofoxide,ARN B.V.,2022,3282167,kg CO₂-eq
Koolstofdioxide,ARN B.V.,2022,321895211,kg CO₂-eq
Koolstofdioxide,ARN B.V.,2022,321895211,kg
"Fijnstof (PM2,5)",Arrow Terminals,2022,104,kg
Fijnstof (PM10),Arrow Terminals,2022,692,kg
Grof stof,Arrow Terminals,2022,1730,kg
TSP (Totaal stof),Arrow Terminals,2022,2422,kg
Ethyleenoxide,Ashland Industries Nederland B.V.,2022,21,kg
Grof stof,Ashland Industries Nederland B.V.,2022,1135,kg
TSP (Totaal stof),Ashland Industries Nederland B.V.,2022,1135,kg
Stikstofoxiden (als NO2),Ashland Industries Nederland B.V.,2022,5728,kg
NMVOS,Ashland Industries Nederland B.V.,2022,13940,kg
VOS,Ashland Industries Nederland B.V.,2022,13940,kg
Koolstofdioxide,Ashland Industries Nederland B.V.,2022,17173400,kg CO₂-eq
Koolstofdioxide,Ashland Industries Nederland B.V.,2022,17173400,kg
HFK's of H-F-KWS,Aspen Oss B.V. (locatie De Geer),2022,46,kg
Overige HFK's,Aspen Oss B.V. (locatie De Geer),2022,46,kg
Stikstofoxiden (als NO2),Aspen Oss B.V. (locatie De Geer),2022,1419,kg
Dichloormethaan,Aspen Oss B.V. (locatie De Geer),2022,48744,kg
Halogeenverb.org.,Aspen Oss B.V. (locatie De Geer),2022,48790,kg
NMVOS,Aspen Oss B.V. (locatie De Geer),2022,161077,kg
VOS,Aspen Oss B.V. (locatie De Geer),2022,161077,kg
Koolstofdioxide,Aspen Oss B.V. (locatie De Geer),2022,4633729,kg CO₂-eq
Koolstofdioxide,Aspen Oss B.V. (locatie De Geer),2022,4633729,kg
HFK's of H-F-KWS,Aspen Oss B.V. (locatie Moleneind),2022,52,kg
Overige HFK's,Aspen Oss B.V. (locatie Moleneind),2022,52,kg
Dichloormethaan,Aspen Oss B.V. (locatie Moleneind),2022,1730,kg
Halogeenverb.org.,Aspen Oss B.V. (locatie Moleneind),2022,1782,kg
Stikstofoxiden (als NO2),Aspen Oss B.V. (locatie Moleneind),2022,2318,kg
NMVOS,Aspen Oss B.V. (locatie Moleneind),2022,106114,kg
VOS,Aspen Oss B.V. (locatie Moleneind),2022,106114,kg
Koolstofdioxide,Aspen Oss B.V. (locatie Moleneind),2022,7500000,kg CO₂-eq
Koolstofdioxide,Aspen Oss B.V. (locatie Moleneind),2022,7500000,kg
Seleenverb. (als Se),Attero BV (Moerdijk),2022,1,kg
Antimoonverb. (als Sb),Attero BV (Moerdijk),2022,3,kg
Cadmiumverb. (als Cd),Attero BV (Moerdijk),2022,3,kg
Arseenverb. (als As),Attero BV (Moerdijk),2022,4,kg
Kwikverb. (als Hg),Attero BV (Moerdijk),2022,5,kg
Koperverb. (als Cu),Attero BV (Moerdijk),2022,8,kg
Loodverb. (als Pb),Attero BV (Moerdijk),2022,9,kg
Chroomverb. (als Cr),Attero BV (Moerdijk),2022,10,kg
Nikkelverb. (als Ni),Attero BV (Moerdijk),2022,13,kg
Zinkverb. (als Zn),Attero BV (Moerdijk),2022,49,kg
Elementair koolstof (EC2.5),Attero BV (Moerdijk),2022,236,kg
Fluoriden anorganisch (als HF),Attero BV (Moerdijk),2022,711,kg
NMVOS,Attero BV (Moerdijk),2022,1413,kg
Methaan,Attero BV (Moerdijk),2022,2039,kg
VOS,Attero BV (Moerdijk),2022,3452,kg
"Fijnstof (PM2,5)",Attero BV (Moerdijk),2022,6621,kg
Fijnstof (PM10),Attero BV (Moerdijk),2022,6969,kg
TSP (Totaal stof),Attero BV (Moerdijk),2022,6969,kg
Ammoniak,Attero BV (Moerdijk),2022,7552,kg
Chloriden,Attero BV (Moerdijk),2022,18556,kg
Zwaveloxiden (als SO2),Attero BV (Moerdijk),2022,48709,kg
Methaan,Attero BV (Moerdijk),2022,57104,kg CO₂-eq
Distikstofoxide,Attero BV (Moerdijk),2022,67427,kg
Koolstofmonoxide,Attero BV (Moerdijk),2022,102946,kg
Stikstofoxiden (als NO2),Attero BV (Moerdijk),2022,455016,kg
Distikstofoxide,Attero BV (Moerdijk),2022,17868155,kg CO₂-eq
Koolstofdioxide,Attero BV (Moerdijk),2022,958301022,kg CO₂-eq
Koolstofdioxide,Attero BV (Moerdijk),2022,958301022,kg
Halogeenverb.org.,Attero Noord BV,2022,1,kg
HCFK's of H-Cl-F-KWS,Attero Noord BV,2022,1,kg
Kwikverb. (als Hg),Attero Noord BV,2022,1,kg
NMVOS,Attero Noord BV,2022,1,kg
Seleenverb. (als Se),Attero Noord BV,2022,1,kg
Antimoonverb. (als Sb),Attero Noord BV,2022,2,kg
Arseenverb. (als As),Attero Noord BV,2022,2,kg
Cadmiumverb. (als Cd),Attero Noord BV,2022,2,kg
Koperverb. (als Cu),Attero Noord BV,2022,6,kg
Loodverb. (als Pb),Attero Noord BV,2022,6,kg
Chroomverb. (als Cr),Attero Noord BV,2022,7,kg
Nikkelverb. (als Ni),Attero Noord BV,2022,9,kg
Zinkverb. (als Zn),Attero Noord BV,2022,15,kg
Elementair koolstof (EC2.5),Attero Noord BV,2022,80,kg
Fluoriden anorganisch (als HF),Attero Noord BV,2022,271,kg
NMVOS,Attero Noord BV,2022,974,kg
Methaan,Attero Noord BV,2022,1407,kg
"Fijnstof (PM2,5)",Attero Noord BV,2022,2248,kg
Fijnstof (PM10),Attero Noord BV,2022,2366,kg
TSP (Totaal stof),Attero Noord BV,2022,2366,kg
VOS,Attero Noord BV,2022,2381,kg
Chloriden,Attero Noord BV,2022,5347,kg
Zwaveloxiden (als SO2),Attero Noord BV,2022,24756,kg
Koolstofmonoxide,Attero Noord BV,2022,26870,kg
Distikstofoxide,Attero Noord BV,2022,28472,kg
Methaan,Attero Noord BV,2022,39388,kg CO₂-eq
Stikstofoxiden (als NO2),Attero Noord BV,2022,163266,kg
Methaan,Attero Noord BV,2022,522695,kg
VOS,Attero Noord BV,2022,522696,kg
Koolstofdioxide,Attero Noord BV,2022,937930,kg CO₂-eq
Koolstofdioxide,Attero Noord BV,2022,937930,kg
Distikstofoxide,Attero Noord BV,2022,7545008,kg CO₂-eq
Methaan,Attero Noord BV,2022,14635460,kg CO₂-eq
Koolstofdioxide,Attero Noord BV,2022,593577000,kg CO₂-eq
Koolstofdioxide,Attero Noord BV,2022,593577000,kg
Nikkelverb. (als Ni),Aurubis Netherlands B.V.,2022,2,kg
Distikstofoxide,Aurubis Netherlands B.V.,2022,7,kg
Benzeen,Aurubis Netherlands B.V.,2022,9,kg
Tolueen,Aurubis Netherlands B.V.,2022,19,kg
Zwaveloxiden (als SO2),Aurubis Netherlands B.V.,2022,35,kg
Koperverb. (als Cu),Aurubis Netherlands B.V.,2022,38,kg
Loodverb. (als Pb),Aurubis Netherlands B.V.,2022,61,kg
Etheen,Aurubis Netherlands B.V.,2022,93,kg
Zinkverb. (als Zn),Aurubis Netherlands B.V.,2022,188,kg
Methaan,Aurubis Netherlands B.V.,2022,561,kg
Distikstofoxide,Aurubis Netherlands B.V.,2022,1873,kg CO₂-eq
Grof stof,Aurubis Netherlands B.V.,2022,1988,kg
TSP (Totaal stof),Aurubis Netherlands B.V.,2022,1988,kg
Stikstofoxiden (als NO2),Aurubis Netherlands B.V.,2022,2307,kg
Koolstofmonoxide,Aurubis Netherlands B.V.,2022,3760,kg
NMVOS,Aurubis Netherlands B.V.,2022,14437,kg
VOS,Aurubis Netherlands B.V.,2022,14997,kg
Methaan,Aurubis Netherlands B.V.,2022,15696,kg CO₂-eq
Koolstofdioxide,Aurubis Netherlands B.V.,2022,4122015,kg CO₂-eq
Koolstofdioxide,Aurubis Netherlands B.V.,2022,4122015,kg
Benzeen,Avebe u.a. (Gasselternijveen),2022,344,kg
Tolueen,Avebe u.a. (Gasselternijveen),2022,688,kg
Etheen,Avebe u.a. (Gasselternijveen),2022,3441,kg
"Fijnstof (PM2,5)",Avebe u.a. (Gasselternijveen),2022,3533,kg
Grof stof,Avebe u.a. (Gasselternijveen),2022,3536,kg
NMVOS,Avebe u.a. (Gasselternijveen),2022,13763,kg
Methaan,Avebe u.a. (Gasselternijveen),2022,20645,kg
Fijnstof (PM10),Avebe u.a. (Gasselternijveen),2022,31827,kg
VOS,Avebe u.a. (Gasselternijveen),2022,34408,kg
TSP (Totaal stof),Avebe u.a. (Gasselternijveen),2022,35363,kg
Koolstofmonoxide,Avebe u.a. (Gasselternijveen),2022,49419,kg
Stikstofoxiden (als NO2),Avebe u.a. (Gasselternijveen),2022,73497,kg
Methaan,Avebe u.a. (Gasselternijveen),2022,578060,kg CO₂-eq
Koolstofdioxide,Avebe u.a. (Gasselternijveen),2022,98501130,kg CO₂-eq
Koolstofdioxide,Avebe u.a. (Gasselternijveen),2022,98501130,kg
Halogeenverb.org.,Avebe u.a. (Ter Apelkanaal),2022,9,kg
HFK's of H-F-KWS,Avebe u.a. (Ter Apelkanaal),2022,9,kg
NMVOS,Avebe u.a. (Ter Apelkanaal),2022,9,kg
Overige HFK's,Avebe u.a. (Ter Apelkanaal),2022,9,kg
VOS,Avebe u.a. (Ter Apelkanaal),2022,9,kg
Benzeen,Avebe u.a. (Ter Apelkanaal),2022,563,kg
Tolueen,Avebe u.a. (Ter Apelkanaal),2022,1126,kg
"Fijnstof (PM2,5)",Avebe u.a. (Ter Apelkanaal),2022,5347,kg
Grof stof,Avebe u.a. (Ter Apelkanaal),2022,5347,kg
Etheen,Avebe u.a. (Ter Apelkanaal),2022,5631,kg
NMVOS,Avebe u.a. (Ter Apelkanaal),2022,22524,kg
Methaan,Avebe u.a. (Ter Apelkanaal),2022,33786,kg
Koolstofmonoxide,Avebe u.a. (Ter Apelkanaal),2022,40561,kg
Fijnstof (PM10),Avebe u.a. (Ter Apelkanaal),2022,48120,kg
TSP (Totaal stof),Avebe u.a. (Ter Apelkanaal),2022,53467,kg
VOS,Avebe u.a. (Ter Apelkanaal),2022,56310,kg
Stikstofoxiden (als NO2),Avebe u.a. (Ter Apelkanaal),2022,58805,kg
Methaan,Avebe u.a. (Ter Apelkanaal),2022,946008,kg CO₂-eq
Koolstofdioxide,Avebe u.a. (Ter Apelkanaal),2022,87820000,kg CO₂-eq
Koolstofdioxide,Avebe u.a. (Ter Apelkanaal),2022,87820000,kg
Stikstofoxiden (als NO2),Avery Dennison Materials Nederland BV,2022,756,kg
Koolstofdioxide,Avery Dennison Materials Nederland BV,2022,1831000,kg CO₂-eq
Koolstofdioxide,Avery Dennison Materials Nederland BV,2022,1831000,kg
Halogeenverb.org.,Aviko BV,2022,61,kg
"HFK-134a (1,1,1,2-tetrafluorethaan)",Aviko BV,2022,61,kg
HFK's of H-F-KWS,Aviko BV,2022,61,kg
NMVOS,Aviko BV,2022,61,kg
VOS,Aviko BV,2022,61,kg
Benzeen,Aviko BV,2022,103,kg
Tolueen,Aviko BV,2022,205,kg
Ammoniak,Aviko BV,2022,434,kg
Etheen,Aviko BV,2022,1025,kg
Koolstofdioxide,Aviko BV,2022,1350,kg CO₂-eq
Koolstofdioxide,Aviko BV,2022,1350,kg
NMVOS,Aviko BV,2022,4100,kg
Methaan,Aviko BV,2022,6151,kg
VOS,Aviko BV,2022,10251,kg
Stikstofoxiden (als NO2),Aviko BV,2022,23719,kg
Koolstofmonoxide,Aviko BV,2022,54621,kg
"HFK-134a (1,1,1,2-tetrafluorethaan)",Aviko BV,2022,79690,kg CO₂-eq
Methaan,Aviko BV,2022,172217,kg CO₂-eq
Koolstofdioxide,Aviko BV,2022,64211000,kg CO₂-eq
Koolstofdioxide,Aviko BV,2022,64211000,kg
Seleenverb. (als Se),AVR Afvalverwerking BV (Duiven),2022,1,kg
Cadmiumverb. (als Cd),AVR Afvalverwerking BV (Duiven),2022,2,kg
Arseenverb. (als As),AVR Afvalverwerking BV (Duiven),2022,3,kg
Antimoonverb. (als Sb),AVR Afvalverwerking BV (Duiven),2022,4,kg
Koperverb. (als Cu),AVR Afvalverwerking BV (Duiven),2022,5,kg
Loodverb. (als Pb),AVR Afvalverwerking BV (Duiven),2022,5,kg
Kwikverb. (als Hg),AVR Afvalverwerking BV (Duiven),2022,7,kg
Nikkelverb. (als Ni),AVR Afvalverwerking BV (Duiven),2022,7,kg
Chroomverb. (als Cr),AVR Afvalverwerking BV (Duiven),2022,12,kg
Zinkverb. (als Zn),AVR Afvalverwerking BV (Duiven),2022,12,kg
Elementair koolstof (EC2.5),AVR Afvalverwerking BV (Duiven),2022,40,kg
Benzeen,AVR Afvalverwerking BV (Duiven),2022,42,kg
Tolueen,AVR Afvalverwerking BV (Duiven),2022,85,kg
Fluoriden anorganisch (als HF),AVR Afvalverwerking BV (Duiven),2022,280,kg
Etheen,AVR Afvalverwerking BV (Duiven),2022,424,kg
Chloriden,AVR Afvalverwerking BV (Duiven),2022,470,kg
"Fijnstof (PM2,5)",AVR Afvalverwerking BV (Duiven),2022,1126,kg
Fijnstof (PM10),AVR Afvalverwerking BV (Duiven),2022,1186,kg
TSP (Totaal stof),AVR Afvalverwerking BV (Duiven),2022,1186,kg
NMVOS,AVR Afvalverwerking BV (Duiven),2022,1697,kg
Methaan,AVR Afvalverwerking BV (Duiven),2022,2545,kg
Ammoniak,AVR Afvalverwerking BV (Duiven),2022,3241,kg
VOS,AVR Afvalverwerking BV (Duiven),2022,4242,kg
Koolstofmonoxide,AVR Afvalverwerking BV (Duiven),2022,17650,kg
Zwaveloxiden (als SO2),AVR Afvalverwerking BV (Duiven),2022,18499,kg
Methaan,AVR Afvalverwerking BV (Duiven),2022,71259,kg CO₂-eq
Distikstofoxide,AVR Afvalverwerking BV (Duiven),2022,102014,kg
Stikstofoxiden (als NO2),AVR Afvalverwerking BV (Duiven),2022,132363,kg
Distikstofoxide,AVR Afvalverwerking BV (Duiven),2022,27033710,kg CO₂-eq
Koolstofdioxide,AVR Afvalverwerking BV (Duiven),2022,512274980,kg CO₂-eq
Koolstofdioxide,AVR Afvalverwerking BV (Duiven),2022,512274980,kg
Halogeenverb.org.,AVR NV (Rijnmond),2022,1,kg
Seleenverb. (als Se),AVR NV (Rijnmond),2022,2,kg
Cadmiumverb. (als Cd),AVR NV (Rijnmond),2022,5,kg
Antimoonverb. (als Sb),AVR NV (Rijnmond),2022,6,kg
Arseenverb. (als As),AVR NV (Rijnmond),2022,8,kg
Chroomverb. (als Cr),AVR NV (Rijnmond),2022,9,kg
Kwikverb. (als Hg),AVR NV (Rijnmond),2022,11,kg
Nikkelverb. (als Ni),AVR NV (Rijnmond),2022,12,kg
Loodverb. (als Pb),AVR NV (Rijnmond),2022,23,kg
Koperverb. (als Cu),AVR NV (Rijnmond),2022,30,kg
Benzeen,AVR NV (Rijnmond),2022,42,kg
Tolueen,AVR NV (Rijnmond),2022,85,kg
Zinkverb. (als Zn),AVR NV (Rijnmond),2022,108,kg
Elementair koolstof (EC2.5),AVR NV (Rijnmond),2022,140,kg
Etheen,AVR NV (Rijnmond),2022,424,kg
Fluoriden anorganisch (als HF),AVR NV (Rijnmond),2022,705,kg
NMVOS,AVR NV (Rijnmond),2022,1698,kg
Methaan,AVR NV (Rijnmond),2022,2547,kg
"Fijnstof (PM2,5)",AVR NV (Rijnmond),2022,3959,kg
Fijnstof (PM10),AVR NV (Rijnmond),2022,4167,kg
TSP (Totaal stof),AVR NV (Rijnmond),2022,4167,kg
VOS,AVR NV (Rijnmond),2022,4245,kg
Chloriden,AVR NV (Rijnmond),2022,5654,kg
Zwaveloxiden (als SO2),AVR NV (Rijnmond),2022,33318,kg
Distikstofoxide,AVR NV (Rijnmond),2022,35169,kg
Ammoniak,AVR NV (Rijnmond),2022,38018,kg
Methaan,AVR NV (Rijnmond),2022,71313,kg CO₂-eq
Koolstofmonoxide,AVR NV (Rijnmond),2022,171357,kg
Stikstofoxiden (als NO2),AVR NV (Rijnmond),2022,501186,kg
Distikstofoxide,AVR NV (Rijnmond),2022,9319679,kg CO₂-eq
Koolstofdioxide,AVR NV (Rijnmond),2022,1826784450,kg CO₂-eq
Koolstofdioxide,AVR NV (Rijnmond),2022,1826784450,kg
Methaan,AWZI Almere,2022,1,kg
Benzeen,AWZI Almere,2022,2,kg
VOS,AWZI Almere,2022,2,kg
Koolstofmonoxide,AWZI Almere,2022,5,kg
Stikstofoxiden (als NO2),AWZI Almere,2022,5,kg
Distikstofoxide,AWZI Almere,2022,6,kg CO₂-eq
Methaan,AWZI Almere,2022,37,kg CO₂-eq
Tolueen,AWZI Almere,2022,66,kg
NMVOS,AWZI Almere,2022,183,kg
Koolstofdioxide,AWZI Almere,2022,13027,kg CO₂-eq
Koolstofdioxide,AWZI Almere,2022,13027,kg
Distikstofoxide,AWZI Almere,2022,17599,kg
Methaan,AWZI Almere,2022,35832,kg
VOS,AWZI Almere,2022,36015,kg
Methaan,AWZI Almere,2022,1003297,kg CO₂-eq
Distikstofoxide,AWZI Almere,2022,4663782,kg CO₂-eq
Koolstofdioxide,AWZI Almere,2022,5290724,kg CO₂-eq
Koolstofdioxide,AWZI Almere,2022,5290724,kg
Benzeen,AWZI De Groote Lucht (Vlaardingen),2022,2,kg
Distikstofoxide,AWZI De Groote Lucht (Vlaardingen),2022,2,kg
Etheen,AWZI De Groote Lucht (Vlaardingen),2022,6,kg
Fijnstof (PM10),AWZI De Groote Lucht (Vlaardingen),2022,11,kg
"Fijnstof (PM2,5)",AWZI De Groote Lucht (Vlaardingen),2022,11,kg
TSP (Totaal stof),AWZI De Groote Lucht (Vlaardingen),2022,11,kg
Zwaveloxiden (als SO2),AWZI De Groote Lucht (Vlaardingen),2022,32,kg
NMVOS,AWZI De Groote Lucht (Vlaardingen),2022,33,kg
Tolueen,AWZI De Groote Lucht (Vlaardingen),2022,65,kg
Methaan,AWZI De Groote Lucht (Vlaardingen),2022,100,kg
VOS,AWZI De Groote Lucht (Vlaardingen),2022,162,kg
NMVOS,AWZI De Groote Lucht (Vlaardingen),2022,355,kg
Koolstofmonoxide,AWZI De Groote Lucht (Vlaardingen),2022,389,kg
Distikstofoxide,AWZI De Groote Lucht (Vlaardingen),2022,477,kg CO₂-eq
Stikstofoxiden (als NO2),AWZI De Groote Lucht (Vlaardingen),2022,568,kg
Methaan,AWZI De Groote Lucht (Vlaardingen),2022,2809,kg CO₂-eq
Distikstofoxide,AWZI De Groote Lucht (Vlaardingen),2022,16661,kg
Methaan,AWZI De Groote Lucht (Vlaardingen),2022,40019,kg
VOS,AWZI De Groote Lucht (Vlaardingen),2022,40374,kg
Koolstofdioxide,AWZI De Groote Lucht (Vlaardingen),2022,1106120,kg CO₂-eq
Koolstofdioxide,AWZI De Groote Lucht (Vlaardingen),2022,1106120,kg
Methaan,AWZI De Groote Lucht (Vlaardingen),2022,1120532,kg CO₂-eq
Koolstofdioxide,AWZI De Groote Lucht (Vlaardingen),2022,4009394,kg CO₂-eq
Koolstofdioxide,AWZI De Groote Lucht (Vlaardingen),2022,4009394,kg
Distikstofoxide,AWZI De Groote Lucht (Vlaardingen),2022,4415224,kg CO₂-eq
Benzeen,AWZI Kralingseveer,2022,2,kg
Formaldehyde,AWZI Kralingseveer,2022,2,kg
Elementair koolstof (EC2.5),AWZI Kralingseveer,2022,4,kg
Distikstofoxide,AWZI Kralingseveer,2022,5,kg
Etheen,AWZI Kralingseveer,2022,53,kg
Tolueen,AWZI Kralingseveer,2022,81,kg
Fijnstof (PM10),AWZI Kralingseveer,2022,106,kg
"Fijnstof (PM2,5)",AWZI Kralingseveer,2022,106,kg
TSP (Totaal stof),AWZI Kralingseveer,2022,106,kg
Methaan,AWZI Kralingseveer,2022,266,kg
NMVOS,AWZI Kralingseveer,2022,346,kg
NMVOS,AWZI Kralingseveer,2022,431,kg
Zwaveloxiden (als SO2),AWZI Kralingseveer,2022,532,kg
VOS,AWZI Kralingseveer,2022,798,kg
Koolstofmonoxide,AWZI Kralingseveer,2022,1064,kg
Distikstofoxide,AWZI Kralingseveer,2022,1410,kg CO₂-eq
Stikstofoxiden (als NO2),AWZI Kralingseveer,2022,4257,kg
Methaan,AWZI Kralingseveer,2022,7449,kg CO₂-eq
Distikstofoxide,AWZI Kralingseveer,2022,20100,kg
Methaan,AWZI Kralingseveer,2022,51974,kg
VOS,AWZI Kralingseveer,2022,52404,kg
Methaan,AWZI Kralingseveer,2022,1455265,kg CO₂-eq
Koolstofdioxide,AWZI Kralingseveer,2022,4480068,kg CO₂-eq
Koolstofdioxide,AWZI Kralingseveer,2022,4480068,kg
Distikstofoxide,AWZI Kralingseveer,2022,5326573,kg CO₂-eq
Koolstofdioxide,AWZI Kralingseveer,2022,5766103,kg CO₂-eq
Koolstofdioxide,AWZI Kralingseveer,2022,5766103,kg
Benzeen,AWZI Lelystad,2022,1,kg
Methaan,AWZI Lelystad,2022,3,kg
VOS,AWZI Lelystad,2022,4,kg
Stikstofoxiden (als NO2),AWZI Lelystad,2022,12,kg
Koolstofmonoxide,AWZI Lelystad,2022,13,kg
Distikstofoxide,AWZI Lelystad,2022,15,kg CO₂-eq
Tolueen,AWZI Lelystad,2022,26,kg
NMVOS,AWZI Lelystad,2022,71,kg
Methaan,AWZI Lelystad,2022,92,kg CO₂-eq
Distikstofoxide,AWZI Lelystad,2022,6834,kg
Methaan,AWZI Lelystad,2022,15093,kg
VOS,AWZI Lelystad,2022,15163,kg
Koolstofdioxide,AWZI Lelystad,2022,32419,kg CO₂-eq
Koolstofdioxide,AWZI Lelystad,2022,32419,kg
Methaan,AWZI Lelystad,2022,422591,kg CO₂-eq
Distikstofoxide,AWZI Lelystad,2022,1811054,kg CO₂-eq
Koolstofdioxide,AWZI Lelystad,2022,2223486,kg CO₂-eq
Koolstofdioxide,AWZI Lelystad,2022,2223486,kg
Tolueen,AWZI Middelharnis,2022,10,kg
NMVOS,AWZI Middelharnis,2022,45,kg
Distikstofoxide,AWZI Middelharnis,2022,2217,kg
Methaan,AWZI Middelharnis,2022,8581,kg
VOS,AWZI Middelharnis,2022,8625,kg
Methaan,AWZI Middelharnis,2022,240263,kg CO₂-eq
Distikstofoxide,AWZI Middelharnis,2022,587540,kg CO₂-eq
Koolstofdioxide,AWZI Middelharnis,2022,1271018,kg CO₂-eq
Koolstofdioxide,AWZI Middelharnis,2022,1271018,kg
Benzeen,AWZI Spijkenisse-Allemanspolder,2022,1,kg
Methaan,AWZI Spijkenisse-Allemanspolder,2022,1,kg
VOS,AWZI Spijkenisse-Allemanspolder,2022,2,kg
Koolstofmonoxide,AWZI Spijkenisse-Allemanspolder,2022,4,kg
Stikstofoxiden (als NO2),AWZI Spijkenisse-Allemanspolder,2022,4,kg
Distikstofoxide,AWZI Spijkenisse-Allemanspolder,2022,5,kg CO₂-eq
Tolueen,AWZI Spijkenisse-Allemanspolder,2022,25,kg
Methaan,AWZI Spijkenisse-Allemanspolder,2022,32,kg CO₂-eq
NMVOS,AWZI Spijkenisse-Allemanspolder,2022,119,kg
Distikstofoxide,AWZI Spijkenisse-Allemanspolder,2022,6009,kg
Koolstofdioxide,AWZI Spijkenisse-Allemanspolder,2022,11412,kg CO₂-eq
Koolstofdioxide,AWZI Spijkenisse-Allemanspolder,2022,11412,kg
Methaan,AWZI Spijkenisse-Allemanspolder,2022,16835,kg
VOS,AWZI Spijkenisse-Allemanspolder,2022,16954,kg
Methaan,AWZI Spijkenisse-Allemanspolder,2022,471376,kg CO₂-eq
Distikstofoxide,AWZI Spijkenisse-Allemanspolder,2022,1592347,kg CO₂-eq
Koolstofdioxide,AWZI Spijkenisse-Allemanspolder,2022,2462902,kg CO₂-eq
Koolstofdioxide,AWZI Spijkenisse-Allemanspolder,2022,2462902,kg
Benzeen,AWZI Tollebeek,2022,1,kg
Formaldehyde,AWZI Tollebeek,2022,1,kg
Grof stof,AWZI Tollebeek,2022,1,kg
Distikstofoxide,AWZI Tollebeek,2022,5,kg
Elementair koolstof (EC2.5),AWZI Tollebeek,2022,5,kg
Tolueen,AWZI Tollebeek,2022,40,kg
Etheen,AWZI Tollebeek,2022,46,kg
"Fijnstof (PM2,5)",AWZI Tollebeek,2022,93,kg
Fijnstof (PM10),AWZI Tollebeek,2022,94,kg
TSP (Totaal stof),AWZI Tollebeek,2022,95,kg
NMVOS,AWZI Tollebeek,2022,101,kg
Methaan,AWZI Tollebeek,2022,236,kg
NMVOS,AWZI Tollebeek,2022,298,kg
Zwaveloxiden (als SO2),AWZI Tollebeek,2022,507,kg
VOS,AWZI Tollebeek,2022,692,kg
Koolstofmonoxide,AWZI Tollebeek,2022,950,kg
Distikstofoxide,AWZI Tollebeek,2022,1379,kg CO₂-eq
Stikstofoxiden (als NO2),AWZI Tollebeek,2022,3664,kg
Methaan,AWZI Tollebeek,2022,6609,kg CO₂-eq
Distikstofoxide,AWZI Tollebeek,2022,10053,kg
Methaan,AWZI Tollebeek,2022,22646,kg
VOS,AWZI Tollebeek,2022,22747,kg
Methaan,AWZI Tollebeek,2022,634085,kg CO₂-eq
Koolstofdioxide,AWZI Tollebeek,2022,2071921,kg CO₂-eq
Koolstofdioxide,AWZI Tollebeek,2022,2071921,kg
Distikstofoxide,AWZI Tollebeek,2022,2664072,kg CO₂-eq
Koolstofdioxide,AWZI Tollebeek,2022,3906268,kg CO₂-eq
Koolstofdioxide,AWZI Tollebeek,2022,3906268,kg
HFK-125 (Pentafluorethaan),B.V. Esbro,2022,11,kg
HFK-32 (Difluor-Methaan),B.V. Esbro,2022,11,kg
Overige HFK's,B.V. Esbro,2022,11,kg
"HFK-134a (1,1,1,2-tetrafluorethaan)",B.V. Esbro,2022,12,kg
Halogeenverb.org.,B.V. Esbro,2022,35,kg
VOS,B.V. Esbro,2022,35,kg
HFK's of H-F-KWS,B.V. Esbro,2022,45,kg
NMVOS,B.V. Esbro,2022,45,kg
Grof stof,B.V. Esbro,2022,208,kg
Stikstofoxiden (als NO2),B.V. Esbro,2022,208,kg
TSP (Totaal stof),B.V. Esbro,2022,208,kg
HFK-32 (Difluor-Methaan),B.V. Esbro,2022,7109,kg CO₂-eq
"HFK-134a (1,1,1,2-tetrafluorethaan)",B.V. Esbro,2022,15600,kg CO₂-eq
HFK-125 (Pentafluorethaan),B.V. Esbro,2022,35187,kg CO₂-eq
Koolstofdioxide,B.V. Esbro,2022,1216952,kg CO₂-eq
Koolstofdioxide,B.V. Esbro,2022,1216952,kg
Kwikverb. (als Hg),B.V. Steenfabriek Huissenswaard,2022,7,kg
Elementair koolstof (EC2.5),B.V. Steenfabriek Huissenswaard,2022,23,kg
Grof stof,B.V. Steenfabriek Huissenswaard,2022,71,kg
"Fijnstof (PM2,5)",B.V. Steenfabriek Huissenswaard,2022,483,kg
